maths,phy,chem,mech,bee,workshop,cgpa,sgpa
57,39,35,67,56,43,7.14,7.14
53,38,43,57,66,42,7.22,7.22
73,46,61,72,55,43,8.22,8.22
59,40,55,62,41,43,7,7
42,27,35,33,42,43,4.25,4.25
40,35,42,44,26,44,4.86,4.86
48,50,53,57,63,43,7.14,7.14
39,35,44,60,42,43,6.22,6.22
59,47,56,78,90,44,8.5,8.5
30,36,36,36,46,43,4.22,4.22
64,63,61,71,87,42,9.17,9.17
78,63,52,91,83,45,9.5,9.5
48,43,35,60,60,44,6.75,6.75
54,37,35,51,48,41,6.58,6.58
56,37,50,71,57,39,7.36,7.36
71,59,53,78,70,45,8.78,8.78
34,50,47,50,51,40,6.03,6.03
46,37,36,50,31,43,5.61,5.61
21,49,49,56,40,44,5.72,5.72
16,14,26,27,21,43,2.5,2.5
46,43,36,50,44,43,6.36,6.36
10,32,36,25,26,44,3.33,3.33
77,67,60,48,63,44,8.5,8.5
70,38,41,57,60,43,7.56,7.56
44,33,37,43,46,44,5.94,5.94
47,40,51,57,45,41,6.83,6.83
58,31,33,52,46,38,6.25,6.25
61,51,61,50,53,44,7.83,7.83
57,46,39,51,43,41,6.86,6.86
55,49,49,56,63,45,7.39,7.39
59,38,52,66,47,44,7.08,7.08
52,47,43,59,50,45,7.08,7.08
65,35,45,62,57,41,7.36,7.36
41,21,34,40,45,22,4.58,4.58
58,60,54,69,52,45,7.89,7.89
64,55,38,81,69,44,8.33,8.33
13,10,22,16,13,44,2.64,2.64
71,48,64,53,62,45,8.17,8.17
45,39,43,44,17,42,5.33,5.33
31,31,26,20,23,45,3.08,3.08
20,32,34,9,26,43,3.44,3.44
29,40,43,32,51,45,5.11,5.11
56,60,65,78,73,45,8.78,8.78
33,30,35,28,15,37,3.14,3.14
79,30,60,51,65,42,7.5,7.5
56,66,59,74,81,45,8.89,8.89
50,43,44,51,48,44,6.94,6.94
26,21,35,17,29,44,3.33,3.33
49,46,45,45,47,43,6.83,6.83
52,53,47,56,64,42,7.61,7.61
58,59,62,78,54,43,8.39,8.39
48,42,44,50,26,44,5.89,5.89
60,48,47,65,73,44,7.89,7.89
26,36,34,30,44,36,4,4
32,32,30,15,40,37,3.69,3.69
52,49,43,55,73,45,7.47,7.47
50,50,48,47,57,41,7.17,7.17
50,38,27,50,69,44,6.61,6.61
50,36,38,42,57,32,5.92,5.92
56,45,33,57,45,44,6.56,6.56
69,47,46,60,61,43,7.67,7.67
47,46,41,47,25,30,5.31,5.31
57,61,58,82,82,42,9.17,9.17
26,27,54,49,26,44,4.11,4.11
29,9,24,26,14,42,2.22,2.22
57,56,53,67,40,30,6.92,6.92
48,48,54,51,48,43,6.83,6.83
48,46,37,46,57,41,6.19,6.19
44,29,47,55,37,43,4.67,4.67
42,51,52,70,66,43,6.67,6.67
54,41,40,63,48,45,6.89,6.89
59,55,48,55,65,43,7.5,7.5
24,21,38,43,18,43,3.58,3.58
46,37,45,48,38,43,6.06,6.06
45,19,40,32,20,42,3.89,3.89
33,34,31,34,25,40,3.36,3.36
72,47,42,71,59,44,7.89,7.89
74,45,45,53,52,43,7.56,7.56
52,38,49,79,66,38,7.81,7.81
41,37,37,50,24,44,5.11,5.11
63,39,39,87,75,46,8.44,8.44
76,54,57,82,82,45,9.5,9.5
22,14,31,16,10,39,2.64,2.64
63,51,45,55,36,42,6.36,6.36
45,35,43,45,43,39,5.69,5.69
23,7,11,10,11,22,1.47,1.47
98,55,49,72,64,41,8.56,8.56
33,40,38,58,35,43,4.89,4.89
34,38,46,33,34,42,3.75,3.75
65,58,67,80,78,42,9.17,9.17
48,27,38,40,24,45,4.17,4.17
66,62,60,66,56,43,8.17,8.17
58,45,56,64,54,45,7.44,7.44
63,52,50,63,65,43,7.78,7.78
90,63,53,83,69,42,9.28,9.28
43,36,46,45,32,42,5.22,5.22
58,63,61,79,72,44,8.72,8.72
9,12,16,17,15,22,1.81,1.81
73,62,55,42,60,45,7.28,7.28
40,37,26,45,51,42,5.5,5.5
43,26,35,47,33,40,4.5,4.5
48,36,40,52,25,40,5.17,5.17
23,21,46,49,13,43,3.92,3.92
41,22,32,18,26,41,3.28,3.28
51,45,53,62,30,43,6.5,6.5
71,59,54,70,69,42,8.5,8.5
26,31,42,52,25,36,4.28,4.28
62,58,61,63,61,44,8.39,8.39
74,50,52,84,78,44,8.83,8.83
54,43,44,67,58,30,7,7
61,51,38,56,46,43,7.03,7.03
60,41,36,65,41,36,6.67,6.67
72,50,39,50,60,42,7.61,7.61
49,47,50,52,46,40,6.83,6.83
49,37,34,52,42,22,5.69,5.69
79,63,55,59,84,42,8.94,8.94
78,60,41,72,69,45,8.56,8.56
67,52,43,62,45,44,7.39,7.39
65,60,48,83,64,43,8.5,8.5
69,59,53,60,78,44,8.44,8.44
53,55,38,52,25,41,6.06,6.06
50,39,42,68,32,43,6.22,6.22
56,43,50,51,35,42,6.17,6.17
41,37,43,51,24,42,4.83,4.83
52,34,38,39,44,42,5.5,5.5
45,26,27,42,30,42,4.06,4.06
44,17,32,35,27,22,3,3
31,45,48,33,33,42,3.94,3.94
16,14,21,15,9,39,1.97,1.97
60,38,35,45,32,43,5.78,5.78
55,29,47,52,44,38,5.94,5.94
80,43,42,62,64,42,8.11,8.11
54,43,42,58,26,44,5.89,5.89
45,39,34,44,37,41,5.56,5.56
59,41,50,76,51,42,7.5,7.5
66,61,51,69,73,44,8.33,8.33
43,34,41,30,25,30,3.81,3.81
51,28,44,47,44,22,5.25,5.25
56,35,42,64,55,44,7.06,7.06
48,40,62,51,49,38,6.64,6.64
51,36,33,37,60,42,5.83,5.83
52,46,46,60,51,43,7.17,7.17
63,54,45,63,62,41,7.72,7.72
48,36,36,50,58,42,6.44,6.44
34,19,19,23,47,44,2.86,2.86
31,22,24,29,22,30,1.75,1.75
50,40,40,43,36,37,5.39,5.39
39,42,46,78,69,44,6.72,6.72
29,15,19,30,23,44,2.14,2.14
27,32,41,45,28,44,4.11,4.11
70,50,62,50,77,41,8.28,8.28
47,25,20,53,45,36,4.97,4.97
32,37,32,53,34,39,4.25,4.25
50,48,39,54,47,43,6.69,6.69
48,53,53,50,54,44,7.11,7.11
75,52,39,54,58,43,7.61,7.61
53,58,57,75,73,45,8.61,8.61
54,49,58,49,62,43,7.5,7.5
44,24,15,40,43,44,4.22,4.22
40,21,34,50,22,44,4.39,4.39
85,53,56,86,70,43,9.11,9.11
61,51,60,46,53,39,7.5,7.5
20,32,36,32,45,42,4.11,4.11
58,59,60,62,74,43,8.14,8.14
35,31,37,50,32,42,4.25,4.25
58,51,44,32,27,43,5.11,5.11
75,52,50,74,81,44,8.83,8.83
78,61,51,66,59,44,8.22,8.22
61,34,41,49,44,40,6.5,6.5
40,22,39,56,40,43,5.39,5.39
33,23,34,41,27,44,3.44,3.44
49,46,61,66,58,42,7.56,7.56
25,36,51,57,35,44,4.94,4.94
55,54,46,70,31,45,6.67,6.67
44,37,38,41,50,43,5.89,5.89
44,34,35,46,25,43,4.94,4.94
51,35,48,48,61,42,6.97,6.97
48,38,38,48,55,43,6.56,6.56
47,36,45,29,22,43,4.61,4.61
21,11,23,27,25,44,2.22,2.22
55,37,59,60,52,45,7.39,7.39
68,43,49,48,51,44,7.06,7.06
72,50,58,61,67,43,8.17,8.17
62,48,49,75,62,43,8,8
62,44,56,57,79,43,8,8
47,29,38,53,61,43,6.44,6.44
51,37,52,56,62,43,7.28,7.28
37,35,45,59,23,43,4.86,4.86
40,21,31,23,23,42,3.33,3.33
60,57,65,53,77,43,8.56,8.56
31,37,34,35,30,44,3.44,3.44
47,44,44,64,29,42,6.03,6.03
37,36,40,48,31,44,4.78,4.78
47,44,54,55,52,44,7.03,7.03
56,36,54,61,63,43,7.14,7.14
74,62,69,58,67,43,8.5,8.5
48,35,41,27,42,43,5.14,5.14
73,57,62,65,70,42,8.61,8.61
28,30,35,30,34,44,3.22,3.22
44,36,40,26,42,44,5.11,5.11
39,4,3,10,16,44,1.94,1.94
40,22,44,51,53,44,5.44,5.44
37,35,55,38,43,43,4.78,4.78
26,24,36,34,29,43,3.17,3.17
41,36,55,38,55,42,5.86,5.86
46,35,40,42,50,44,6.64,6.64
29,36,41,50,26,42,4.83,4.83
89,51,50,52,57,44,7.97,7.97
27,20,22,32,26,43,1.92,1.92
49,53,49,68,77,42,7.94,7.94
42,42,56,58,51,43,6.83,6.83
41,40,35,26,19,21,3.47,3.47
25,33,35,27,45,42,4.44,4.44
25,25,37,27,42,43,3.69,3.69
47,38,53,65,55,42,7.33,7.33
40,38,46,53,59,44,6.86,6.86
16,11,17,14,11,44,1.97,1.97
85,58,56,84,62,44,9.17,9.17
65,39,54,61,61,42,7.67,7.67
73,44,55,53,48,43,7.39,7.39
65,49,63,57,59,43,7.83,7.83
56,44,67,75,81,42,8.72,8.72
35,40,51,26,51,42,4.72,4.72
53,37,54,51,43,44,6.89,6.89
2,13,3,8,8,44,1.58,1.58
28,12,26,16,10,43,2.06,2.06
31,23,46,29,32,44,3.25,3.25
59,37,67,49,59,44,7.06,7.06
80,53,54,61,60,43,8.53,8.53
43,26,38,25,20,43,3.56,3.56
89,65,44,90,95,44,9.56,9.56
72,61,59,82,63,43,8.56,8.56
76,69,57,72,71,43,9.03,9.03
49,40,57,66,47,43,6.75,6.75
45,54,42,52,68,44,7.08,7.08
53,61,65,70,66,40,8.47,8.47
56,47,48,57,47,42,6.78,6.78
71,60,55,80,72,43,9.06,9.06
68,66,72,80,68,44,9,9
81,51,62,61,82,42,9.17,9.17
72,51,57,69,68,42,8.19,8.19
45,34,45,24,43,44,5.22,5.22
60,61,65,96,63,43,8.86,8.86
68,49,44,74,58,44,7.64,7.64
52,47,60,56,50,43,7.64,7.64
89,59,69,82,91,44,9.86,9.86
66,52,65,91,52,44,8.39,8.39
55,38,58,51,24,44,6.39,6.39
51,43,50,66,52,44,7.17,7.17
60,49,39,52,47,43,7,7
58,53,67,65,53,44,7.81,7.81
90,67,58,79,90,42,9.72,9.72
68,50,70,65,65,43,8.17,8.17
89,58,67,83,65,43,9.39,9.39
20,13,15,20,20,43,2.72,2.72
72,57,67,82,76,42,9.39,9.39
92,54,68,88,90,44,9.78,9.78
65,55,56,88,84,43,9.06,9.06
75,43,50,65,64,44,7.94,7.94
48,37,50,52,48,43,6.61,6.61
64,64,63,76,69,43,8.83,8.83
54,56,55,52,78,44,8.06,8.06
34,49,59,53,46,43,6.39,6.39
68,61,61,69,80,43,8.97,8.97
50,25,43,48,51,43,5.67,5.67
53,49,49,65,63,44,7.67,7.67
28,36,35,26,19,44,3.5,3.5
32,34,23,33,30,36,2.06,2.06
76,32,49,80,32,42,6.89,6.89
76,53,67,88,55,43,8.94,8.94
61,57,51,60,60,44,7.94,7.94
85,60,62,69,74,43,9.17,9.17
62,50,54,67,56,44,7.69,7.69
57,45,53,62,60,44,7.19,7.19
83,43,64,75,82,44,9.25,9.25
44,36,42,32,18,43,4.61,4.61
34,42,46,63,59,44,5.56,5.56
69,73,61,71,51,43,8.5,8.5
90,64,62,82,82,44,10,10
49,38,61,69,60,44,7.72,7.72
55,40,40,31,33,44,4.92,4.92
97,65,66,89,74,44,9.67,9.67
78,55,62,77,71,43,9.08,9.08
32,28,46,24,22,44,3.19,3.19
80,52,69,63,85,43,9.06,9.06
53,48,45,59,62,44,7.14,7.14
45,33,58,64,48,43,6.94,6.94
44,41,55,65,60,44,7.28,7.28
80,48,67,73,63,44,8.72,8.72
62,55,55,62,75,44,8.33,8.33
89,66,70,88,78,44,9.83,9.83
48,46,58,53,43,43,6.69,6.69
62,67,55,88,77,43,9.11,9.11
65,57,49,76,65,43,8.06,8.06
55,38,40,50,51,42,7,7
83,72,65,83,80,43,10,10
86,58,63,84,94,44,9.89,9.89
67,52,66,60,57,43,7.94,7.94
48,57,43,55,65,43,7.06,7.06
49,35,38,37,41,44,5.25,5.25
59,47,52,57,50,43,7.28,7.28
72,37,51,55,63,44,7.08,7.08
68,59,48,68,54,42,7.83,7.83
51,36,36,21,31,43,4.58,4.58
67,51,58,77,78,44,8.5,8.5
69,57,59,66,57,44,8.11,8.11
73,37,51,89,81,44,8.47,8.47
59,65,60,79,77,43,8.92,8.92
82,53,63,69,67,43,8.78,8.78
75,48,50,86,52,40,8.42,8.42
54,66,48,73,54,43,7.89,7.89
85,46,61,20,77,44,7.83,7.83
28,21,28,46,30,42,3.08,3.08
46,28,28,60,34,44,3.97,3.97
6,9,5,16,11,40,1.81,1.81
73,69,60,84,83,43,9.64,9.64
47,43,43,54,53,44,6.75,6.75
62,40,57,51,79,44,8.08,8.08
48,53,44,72,57,44,7.33,7.33
52,48,61,54,53,44,7.67,7.67
68,41,63,57,62,43,7.67,7.67
81,66,62,73,74,42,9.33,9.33
56,60,62,55,70,43,8.28,8.28
86,52,53,93,73,43,9.11,9.11
56,49,51,82,73,44,8.33,8.33
91,49,49,76,70,44,8.78,8.78
64,61,57,74,65,44,8.39,8.39
65,43,61,55,70,43,8,8
79,54,51,81,66,44,8.78,8.78
46,33,34,56,20,43,5.19,5.19
43,35,46,50,43,44,5.97,5.97
57,63,45,81,59,44,8.11,8.11
58,49,59,68,60,44,7.89,7.89
88,42,62,75,81,44,9.33,9.33
82,52,47,78,66,44,8.5,8.5
85,62,55,76,86,44,9.61,9.61
46,39,44,59,56,43,6.78,6.78
15,20,34,26,26,44,2.56,2.56
51,39,59,35,53,44,6.39,6.39
32,30,52,54,50,43,5.44,5.44
76,54,63,59,71,42,8.44,8.44
49,38,56,66,34,44,6.31,6.31
60,60,63,58,74,42,8.44,8.44
66,45,58,71,52,44,8.06,8.06
89,71,65,98,72,43,9.67,9.67
62,46,61,71,64,44,8.14,8.14
52,45,46,57,63,44,7.25,7.25
43,43,59,64,52,43,7.31,7.31
54,43,50,64,53,42,7.28,7.28
58,51,46,68,78,42,7.92,7.92
94,56,67,75,77,44,9.44,9.44
79,52,63,73,81,42,9.03,9.03
64,60,60,80,68,43,8.97,8.97
71,57,56,64,54,43,8,8
56,35,46,65,43,44,6.39,6.39
71,58,58,62,52,44,8,8
83,49,54,74,71,32,7.39,7.39
51,28,29,60,72,42,6.28,6.28
54,43,54,61,50,44,7.44,7.44
34,35,44,24,40,43,3.5,3.5
68,39,62,76,54,43,8.22,8.22
84,65,70,93,67,44,9.5,9.5
58,51,61,56,84,43,8.22,8.22
81,45,66,94,79,42,9.5,9.5
61,34,43,31,47,22,4.89,4.89
71,48,47,34,63,44,6.61,6.61
68,57,53,65,78,43,8.5,8.5
65,37,44,58,59,42,7,7
36,47,41,51,55,43,5.92,5.92
56,38,51,67,66,30,6.94,6.94
71,52,55,50,52,43,7.72,7.72
63,47,50,58,70,45,7.72,7.72
37,42,49,59,64,43,6.22,6.22
53,45,50,44,52,43,7.11,7.11
71,54,66,62,76,44,8.78,8.78
62,51,56,67,68,44,7.94,7.94
69,68,66,79,77,43,9.17,9.17
63,49,55,73,68,43,8.11,8.11
57,55,47,73,62,43,7.89,7.89
11,6,7,12,10,43,1.92,1.92
67,64,73,75,74,43,9,9
49,37,58,74,32,44,6.33,6.33
91,56,63,62,77,43,9.11,9.11
58,47,56,53,43,44,7.28,7.28
69,47,51,54,75,43,7.97,7.97
79,43,51,71,81,44,8.72,8.72
77,54,68,80,74,44,9.28,9.28
60,39,50,73,49,44,7.33,7.33
53,37,38,51,57,43,6.83,6.83
53,35,47,40,45,43,5.83,5.83
50,56,59,69,50,44,7.83,7.83
57,48,59,63,46,43,7.19,7.19
79,66,65,69,53,44,8.67,8.67
65,57,52,65,63,43,8.06,8.06
73,56,50,67,59,42,7.86,7.86
9,12,7,10,12,44,1.28,1.28
24,10,8,28,18,44,2,2
48,43,52,50,38,43,6.06,6.06
63,61,51,83,74,44,8.83,8.83
46,39,38,51,34,43,5.83,5.83
49,41,39,33,42,32,4.61,4.61
47,41,42,51,48,43,6.58,6.58
72,59,47,92,93,43,9.22,9.22
49,35,44,45,53,44,6.56,6.56
44,41,49,42,61,43,6.39,6.39
52,54,61,71,65,44,8.22,8.22
45,50,38,57,49,44,6.56,6.56
57,55,68,46,65,44,7.94,7.94
46,29,35,38,34,45,3.72,3.72
47,40,48,49,47,43,6.61,6.61
44,37,39,56,31,44,5.17,5.17
56,47,56,51,50,43,7.33,7.33
38,40,41,52,35,43,5.11,5.11
77,53,59,75,86,44,9.33,9.33
91,58,66,84,59,43,9.14,9.14
58,46,53,74,37,43,6.64,6.64
56,37,44,58,47,43,6.78,6.78
70,52,59,76,79,43,8.83,8.83
51,45,65,73,82,44,8.5,8.5
80,57,59,69,66,43,8.67,8.67
47,27,52,39,34,44,4.17,4.17
86,58,58,78,90,44,9.61,9.61
45,41,38,50,46,44,6.44,6.44
75,63,67,73,74,44,9.17,9.17
48,38,47,53,45,28,6.17,6.17
45,36,35,48,34,22,4.83,4.83
79,52,59,96,87,44,9.39,9.39
56,53,55,58,56,44,7.33,7.33
55,60,61,63,66,44,8.11,8.11
47,48,53,62,61,45,7.22,7.22
31,45,41,45,30,44,4.72,4.72
71,45,60,71,45,44,8.17,8.17
57,48,67,64,53,43,7.78,7.78
69,54,55,50,52,44,7.72,7.72
45,36,48,51,46,43,6.11,6.11
58,36,58,46,25,44,5.06,5.06
45,52,59,61,63,45,7.67,7.67
85,54,64,81,81,43,9.78,9.78
53,19,40,47,44,43,5.33,5.33
60,42,44,64,55,44,7.22,7.22
57,28,50,49,48,43,6.14,6.14
66,40,46,71,81,43,8.31,8.31
25,25,40,42,23,44,2.64,2.64
56,42,54,75,75,44,8.33,8.33
63,68,61,95,72,42,9.17,9.17
82,53,72,80,75,44,9.61,9.61
62,60,50,75,69,43,8.22,8.22
32,36,34,52,42,44,5.19,5.19
59,39,48,68,69,44,7.5,7.5
60,47,50,74,77,44,8.33,8.33
49,38,56,81,66,44,7.94,7.94
65,46,54,79,65,44,8.06,8.06
66,53,59,64,76,45,8.5,8.5
52,33,37,37,39,42,4.11,4.11
24,11,8,9,10,32,1.61,1.61
51,29,33,34,31,45,3.67,3.67
65,50,53,67,61,44,7.94,7.94
60,44,51,60,49,44,7.17,7.17
75,47,52,72,72,44,8.42,8.42
30,17,25,14,20,44,1.94,1.94
71,52,55,76,87,43,8.78,8.78
82,54,52,41,67,44,7.28,7.28
65,45,56,76,71,43,8.33,8.33
83,59,51,84,58,44,8.89,8.89
55,45,48,36,37,43,5.11,5.11
29,43,47,53,37,43,4.36,4.36
76,59,57,69,76,44,8.94,8.94
61,42,63,70,62,43,8.11,8.11
66,46,64,80,87,43,9,9
60,45,58,59,59,44,7.56,7.56
68,52,59,94,63,44,8.56,8.56
33,21,38,32,44,44,3.56,3.56
58,21,59,74,48,36,6.36,6.36
64,44,56,80,51,44,8.17,8.17
74,57,64,65,61,44,8.56,8.56
60,62,56,58,67,35,8,8
77,58,67,66,75,43,9.06,9.06
58,42,46,57,58,43,7.17,7.17
41,37,39,48,52,45,5.83,5.83
44,36,20,45,42,43,5.22,5.22
83,54,65,65,77,44,9.11,9.11
28,32,18,46,24,43,3.56,3.56
43,37,47,57,39,44,5.61,5.61
31,38,35,49,45,44,5.19,5.19
42,49,44,49,54,44,6.33,6.33
42,36,52,58,48,44,6.39,6.39
41,27,38,31,20,21,3.19,3.19
48,37,35,50,44,43,6.17,6.17
61,46,36,56,50,43,7.22,7.22
58,48,51,66,76,36,7.89,7.89
82,45,52,70,48,44,7.89,7.89
54,46,56,65,44,44,7.22,7.22
47,44,38,34,62,42,5.86,5.86
52,47,34,40,62,44,6.28,6.28
49,22,36,25,30,27,3.5,3.5
57,39,43,50,45,35,6.58,6.58
20,23,34,27,30,43,3,3
43,46,54,56,44,35,6.67,6.67
54,40,58,74,63,27,7.72,7.72
26,19,16,31,42,25,2.83,2.83
87,46,50,64,63,45,8.33,8.33
55,57,64,87,84,43,9.22,9.22
68,52,48,61,64,44,7.61,7.61
51,44,49,63,57,43,7.39,7.39
51,44,46,53,59,34,6.89,6.89
75,46,43,81,68,44,8.56,8.56
60,38,37,77,67,44,7.61,7.61
63,41,39,66,47,44,6.75,6.75
73,51,55,67,67,43,8.06,8.06
62,34,44,71,52,44,7.5,7.5
19,15,34,22,13,35,2.78,2.78
55,44,45,59,45,43,6.83,6.83
46,41,35,52,39,44,5.42,5.42
45,37,43,50,45,44,6.44,6.44
76,56,55,62,63,44,8.39,8.39
40,35,19,32,13,44,3.64,3.64
71,46,43,64,52,44,7.44,7.44
51,43,34,66,59,43,7.17,7.17
44,26,25,48,25,44,3.89,3.89
69,48,40,52,60,44,7.5,7.5
29,36,37,50,43,43,4.72,4.72
47,31,46,52,37,42,5.39,5.39
30,32,23,30,32,30,2.5,2.5
51,36,38,68,41,43,6.11,6.11
45,37,47,49,43,42,6.06,6.06
48,54,61,82,95,35,8.78,8.78
69,38,45,59,64,43,7.56,7.56
57,44,52,61,69,43,7.56,7.56
23,35,38,52,47,28,5.03,5.03
52,40,56,64,48,36,7.17,7.17
49,30,68,72,61,43,7.11,7.11
51,52,53,77,55,43,7.89,7.89
62,47,50,64,50,44,7.67,7.67
53,38,53,68,62,44,7.61,7.61
92,48,65,93,68,37,9,9
29,38,35,53,45,35,5.64,5.64
73,63,58,75,86,34,9.22,9.22
74,67,65,75,78,44,9.28,9.28
64,48,55,74,61,43,8.11,8.11
61,41,44,65,62,43,7.5,7.5
29,33,36,31,15,34,3.39,3.39
20,16,11,11,19,27,1.92,1.92
56,66,54,69,68,34,7.89,7.89
92,44,57,73,69,44,8.56,8.56
71,59,58,81,70,43,9.11,9.11
61,54,49,60,56,44,7.75,7.75
63,37,48,66,54,43,7.14,7.14
55,45,53,60,33,44,6.33,6.33
65,52,59,59,69,35,7.78,7.78
44,38,28,38,34,43,3.75,3.75
30,39,19,22,34,22,2.44,2.44
50,29,37,65,47,42,5.75,5.75
63,47,56,69,81,42,8.33,8.33
67,43,53,62,56,35,6.89,6.89
62,54,47,86,77,44,8.72,8.72
57,25,38,53,21,44,4.89,4.89
16,10,6,10,4,44,1.67,1.67
94,43,52,72,37,43,7.33,7.33
68,51,59,61,51,42,7.75,7.75
61,39,61,71,73,43,8.39,8.39
45,28,39,44,44,43,4.69,4.69
57,19,36,38,30,44,3.53,3.53
87,53,52,79,69,44,8.78,8.78
12,20,10,18,13,44,1.94,1.94
70,44,57,67,50,44,7.86,7.86
52,15,19,37,15,43,3.28,3.28
23,28,37,37,30,42,2.64,2.64
75,63,58,71,65,44,8.81,8.81
52,37,57,58,31,44,5.69,5.69
18,23,35,22,50,42,3.61,3.61
25,34,19,26,47,43,3.64,3.64
92,50,68,79,90,43,9.5,9.5
84,47,43,80,51,44,8.33,8.33
54,36,48,66,53,43,6.64,6.64
87,39,55,88,77,44,9.17,9.17
41,26,28,46,33,44,3.44,3.44
76,48,62,70,65,44,8.67,8.67
51,53,43,64,40,44,6.33,6.33
57,46,42,85,55,30,7.28,7.28
13,11,8,8,13,44,2,2
62,39,41,60,61,44,7.5,7.5
68,55,56,47,44,43,6.97,6.97
81,54,66,76,52,44,8.64,8.64
67,51,44,94,67,44,8.22,8.22
65,40,46,66,66,43,7.67,7.67
65,35,34,70,51,43,6.5,6.5
97,56,64,95,86,44,9.72,9.72
82,66,55,93,93,44,9.78,9.78
59,34,34,50,17,44,5.72,5.72
48,29,52,74,56,44,6.69,6.69
88,60,66,92,76,43,9.83,9.83
90,60,51,70,69,42,8.83,8.83
61,35,50,60,49,43,7.14,7.14
83,51,63,90,86,42,9.61,9.61
50,49,32,54,35,44,5.39,5.39
54,47,58,70,71,43,8.11,8.11
58,40,26,49,48,43,5.86,5.86
71,44,43,71,61,44,7.94,7.94
82,63,59,57,67,43,8.44,8.44
49,40,46,38,23,43,5,5
70,38,53,76,53,42,8.14,8.14
74,62,63,86,73,42,9.28,9.28
78,54,59,66,74,42,8.67,8.67
41,14,11,34,47,44,3.39,3.39
87,65,64,80,92,44,10,10
47,43,54,60,55,44,6.92,6.92
69,55,59,74,64,42,8.33,8.33
85,42,63,53,52,43,8.22,8.22
25,17,19,9,12,44,1.92,1.92
23,39,54,40,28,43,4.08,4.08
59,38,40,66,49,43,6.5,6.5
69,39,50,61,53,43,7.33,7.33
44,37,27,50,48,42,5.81,5.81
48,55,55,54,58,44,6.69,6.69
70,59,57,72,69,44,8.56,8.56
42,18,33,31,21,43,3.19,3.19
50,59,44,81,56,43,8,8
80,42,41,75,70,42,8.53,8.53
58,39,35,39,18,42,4.47,4.47
56,25,45,48,37,42,5.25,5.25
61,50,47,66,69,43,7.36,7.36
68,58,49,77,64,43,7.83,7.83
64,55,62,86,75,43,9.11,9.11
92,58,64,64,77,42,9.22,9.22
43,24,38,49,24,44,4.31,4.31
82,40,64,83,89,43,9.39,9.39
81,46,38,49,25,43,6.5,6.5
86,65,64,84,66,43,9.5,9.5
50,22,50,52,47,42,5.92,5.92
65,38,36,55,38,43,5.78,5.78
79,66,57,70,76,42,9.17,9.17
91,43,62,91,52,43,8.89,8.89
55,37,40,64,28,43,5.81,5.81
76,39,43,62,63,44,7.94,7.94
45,37,38,58,65,44,6.81,6.81
69,61,39,57,63,42,7.81,7.81
80,60,68,73,70,43,9.25,9.25
47,37,51,55,46,43,5.72,5.72
73,39,47,70,57,43,7.86,7.86
78,61,53,89,80,42,9.61,9.61
27,37,27,25,32,43,2.64,2.64
72,60,43,63,62,42,7.97,7.97
70,55,55,53,78,42,7.81,7.81
80,53,69,89,79,42,9.61,9.61
59,37,44,67,55,44,6.56,6.56
77,45,54,54,58,42,7.81,7.81
74,56,71,61,73,43,8.39,8.39
68,45,55,80,54,44,8.22,8.22
57,38,48,55,51,44,7.19,7.19
71,66,46,77,62,42,8.47,8.47
53,21,37,71,63,44,6.75,6.75
51,25,32,30,40,43,3.64,3.64
49,29,48,74,26,43,5.03,5.03
92,66,49,85,81,42,9.67,9.67
56,49,40,43,46,43,5.61,5.61
46,36,38,40,47,42,5.83,5.83
75,46,56,86,74,43,8.92,8.92
55,37,50,52,36,44,5.36,5.36
73,41,47,60,36,42,6.31,6.31
70,39,59,74,64,43,8.22,8.22
22,24,12,28,15,42,2.33,2.33
74,45,46,75,74,43,8.44,8.44
64,53,51,82,68,42,8.06,8.06
55,45,47,56,50,43,7.19,7.19
49,40,44,71,58,43,6.86,6.86
52,53,43,70,59,44,7.47,7.47
66,52,50,90,81,44,8.61,8.61
45,51,48,51,22,42,5.78,5.78
36,38,38,27,28,44,3.81,3.81
71,62,61,55,54,43,8.22,8.22
72,46,56,86,67,44,8.61,8.61
76,50,42,69,58,44,7.61,7.61
54,57,55,66,71,43,8.17,8.17
86,46,54,66,63,42,8.36,8.36
69,70,63,74,70,44,8.67,8.67
59,41,54,80,59,43,7.67,7.67
73,61,50,89,83,44,9.31,9.31
80,32,59,72,65,44,7.92,7.92
64,50,49,61,67,44,7.28,7.28
61,44,49,57,70,44,7.39,7.39
75,55,55,72,70,44,8.53,8.53
50,55,49,59,69,44,7.11,7.11
86,60,56,95,73,43,9.33,9.33
50,54,53,69,58,43,7.08,7.08
36,39,50,39,31,43,3.56,3.56
58,41,40,44,51,43,6.61,6.61
50,64,49,56,62,44,7.83,7.83
91,58,54,72,66,45,8.72,8.72
47,61,48,70,49,47,7.67,7.67
69,51,57,65,31,39,6.58,6.58
50,52,53,90,54,38,7.97,7.97
58,38,39,40,56,42,6.69,6.69
66,54,65,71,57,42,8.19,8.19
59,61,68,79,58,45,8.5,8.5
48,31,36,53,56,43,6.44,6.44
75,46,51,64,48,41,7.72,7.72
31,18,35,44,50,45,4.86,4.86
51,49,40,54,63,44,7.36,7.36
53,28,38,71,40,42,6.69,6.69
54,50,47,76,64,45,8,8
55,51,58,65,70,45,8.06,8.06
59,38,39,60,48,44,7,7
81,36,57,78,59,42,8.5,8.5
